Graph addvar/addexpr lines
2 100001
x soma.v( 0.5 ) dend[310].v( 0.5 )
19.975	-52.9746	-53.1851
20	-52.9772	-53.1878
20.025	-52.9799	-53.1906
20.05	-52.9825	-53.1933
20.075	-52.9851	-53.1959
20.1	-52.9876	-53.1986
20.125	-52.9901	-53.2011
20.15	-52.9926	-53.2037
20.175	-52.995	-53.2062
20.2	-52.9974	-53.2087
20.225	-52.9997	-53.2111
20.25	-53.0021	-53.2135
20.275	-53.0044	-53.2159
20.3	-53.0066	-53.2183
20.325	-53.0089	-53.2206
20.35	-53.011	-53.2228
20.375	-53.0132	-53.2251
20.4	-53.0153	-53.2273
20.425	-53.0174	-53.2295
20.45	-53.0195	-53.2316
20.475	-53.0215	-53.2337
20.5	-53.0235	-53.2358
20.525	-53.0255	-53.2379
20.55	-53.0275	-53.2399
20.575	-53.0294	-53.2419
20.6	-53.0313	-53.2438
20.625	-53.0331	-53.2458
20.65	-53.0349	-53.2477
20.675	-53.0367	-53.2495
20.7	-53.0385	-53.2514
20.725	-53.0403	-53.2532
20.75	-53.042	-53.255
20.775	-53.0436	-53.2567
20.8	-53.0453	-53.2585
20.825	-53.0469	-53.2602
20.85	-53.0485	-53.2619
20.875	-53.0501	-53.2635
20.9	-53.0517	-53.2651
20.925	-53.0532	-53.2667
20.95	-53.0547	-53.2683
20.975	-53.0561	-53.2698
21	-53.0576	-53.2713
21.025	-53.059	-53.2728
21.05	-53.0604	-53.2743
21.075	-53.0618	-53.2757
21.1	-53.0631	-53.2771
21.125	-53.0644	-53.2785
21.15	-53.0657	-53.2799
21.175	-53.067	-53.2812
21.2	-53.0682	-53.2825
21.225	-53.0694	-53.2838
21.25	-53.0706	-53.2851
21.275	-53.0718	-53.2863
21.3	-53.073	-53.2875
21.325	-53.0741	-53.2887
21.35	-53.0752	-53.2899
21.375	-53.0763	-53.291
21.4	-53.0773	-53.2921
21.425	-53.0783	-53.2932
21.45	-53.0793	-53.2943
21.475	-53.0803	-53.2953
21.5	-53.0813	-53.2964
21.525	-53.0822	-53.2974
21.55	-53.0832	-53.2984
21.575	-53.0841	-53.2993
21.6	-53.0849	-53.3003
21.625	-53.0858	-53.3012
21.65	-53.0866	-53.3021
21.675	-53.0874	-53.303
21.7	-53.0882	-53.3038
21.725	-53.089	-53.3046
21.75	-53.0897	-53.3055
21.775	-53.0905	-53.3063
21.8	-53.0912	-53.307
21.825	-53.0919	-53.3078
21.85	-53.0925	-53.3085
